2025-07-25 08:42:54 | INFO     | TestSecurity | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 09:14:18 | INFO     | TestDebug | _log_with_context:301 | Sublist3r Enhanced importé avec succès!
2025-07-25 09:14:18 | ERROR    | TestDebug | _log_with_context:301 | [SecurityValidator] SECURITY_EVENT: BLOCKED_DOMAIN - Blocked domain attempted | event_type=BLOCKED_DOMAIN | domain=example.com
2025-07-25 09:14:18 | INFO     | TestDebug | _log_with_context:301 | SUCCESS: Validation domaine: False
2025-07-25 09:23:31 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 09:23:31 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 09:23:31 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 09:23:31 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 09:23:31 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=example.com
2025-07-25 09:23:31 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [SecurityValidator] SECURITY_EVENT: BLOCKED_DOMAIN - Blocked domain attempted | event_type=BLOCKED_DOMAIN | domain=example.com
2025-07-25 09:23:31 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Main] Domain validation failed | domain=example.com | error=Domain is blocked for security reasons
2025-07-25 09:23:31 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=5 | errors=2
2025-07-25 11:54:15 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:54:15 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:54:15 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:54:15 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:54:15 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=example.com
2025-07-25 11:54:15 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [SecurityValidator] SECURITY_EVENT: BLOCKED_DOMAIN - Blocked domain attempted | event_type=BLOCKED_DOMAIN | domain=example.com
2025-07-25 11:54:15 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Main] Domain validation failed | domain=example.com | error=Domain is blocked for security reasons
2025-07-25 11:54:15 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=5 | errors=2
2025-07-25 11:54:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:54:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:54:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:54:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:54:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=google.com
2025-07-25 11:54:44 | DEBUG    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumerator initialized | domain=google.com | timeout=25
2025-07-25 11:54:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Starting enumeration | domain=google.com
2025-07-25 11:54:44 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=1 | error='domain'
2025-07-25 11:54:46 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=2 | error='domain'
2025-07-25 11:54:49 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=3 | error='domain'
2025-07-25 11:54:53 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=4 | error='domain'
2025-07-25 11:54:53 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] All request attempts failed | retries=3 | last_error='domain'
2025-07-25 11:54:53 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumeration completed | found=0
2025-07-25 11:54:53 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 11:54:53 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=8.78644871711731
2025-07-25 11:54:53 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=13 | errors=5
2025-07-25 11:55:09 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:55:09 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:55:09 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:55:09 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:55:09 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=google.com
2025-07-25 11:55:09 | DEBUG    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumerator initialized | domain=google.com | timeout=25
2025-07-25 11:55:09 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Starting enumeration | domain=google.com
2025-07-25 11:55:09 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=1 | error='domain'
2025-07-25 11:55:10 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=2 | error='domain'
2025-07-25 11:55:12 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=3 | error='domain'
2025-07-25 11:55:16 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=4 | error='domain'
2025-07-25 11:55:16 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] All request attempts failed | retries=3 | last_error='domain'
2025-07-25 11:55:16 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumeration completed | found=0
2025-07-25 11:55:16 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 11:55:16 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=7.929439306259155
2025-07-25 11:55:16 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=13 | errors=5
2025-07-25 11:55:41 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:55:41 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:55:41 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:55:41 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:55:41 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=thales.com
2025-07-25 11:55:41 | DEBUG    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumerator initialized | domain=thales.com | timeout=25
2025-07-25 11:55:41 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Starting enumeration | domain=thales.com
2025-07-25 11:55:41 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=1 | error='domain'
2025-07-25 11:55:42 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=2 | error='domain'
2025-07-25 11:55:44 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=3 | error='domain'
2025-07-25 11:55:49 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Request failed | attempt=4 | error='domain'
2025-07-25 11:55:49 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Google] All request attempts failed | retries=3 | last_error='domain'
2025-07-25 11:55:49 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumeration completed | found=0
2025-07-25 11:55:49 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 11:55:49 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=8.212980508804321
2025-07-25 11:55:49 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=13 | errors=5
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=thales.com
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Starting enumeration | domain=thales.com
2025-07-25 11:57:58 | WARNING  | Sublist3r_Enhanced | _log_with_context:301 | [Google] Possible blocking detected | indicator=robot
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumeration completed | found=0
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=0.20277142524719238
2025-07-25 11:57:58 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=8 | errors=0
2025-07-25 11:58:20 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:58:20 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:58:20 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:58:20 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:58:20 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=example.com
2025-07-25 11:58:20 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [SecurityValidator] SECURITY_EVENT: BLOCKED_DOMAIN - Blocked domain attempted | event_type=BLOCKED_DOMAIN | domain=example.com
2025-07-25 11:58:20 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [Main] Domain validation failed | domain=example.com | error=Domain is blocked for security reasons
2025-07-25 11:58:20 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=5 | errors=2
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=github.com
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Starting enumeration | domain=github.com
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumeration completed | found=0
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=0.0905005931854248
2025-07-25 11:58:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=7 | errors=0
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=thales.com
2025-07-25 11:59:07 | DEBUG    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumerator initialized | domain=thales.com | timeout=25
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Starting enumeration | domain=thales.com
2025-07-25 11:59:07 | DEBUG    | Sublist3r_Enhanced | _log_with_context:301 | [Google] Sending request | url=https://www.google.com/search?q=site:thales.com+-inurl:www&num=100&start=1 | attempt=1
2025-07-25 11:59:07 | WARNING  | Sublist3r_Enhanced | _log_with_context:301 | [Google] Possible blocking detected | indicator=bot
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumeration completed | found=0
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=0.1015019416809082
2025-07-25 11:59:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=10 | errors=0
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=microsoft.com
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Starting enumeration | domain=microsoft.com
2025-07-25 12:00:07 | WARNING  | Sublist3r_Enhanced | _log_with_context:301 | [Google] Possible blocking detected | indicator=bot
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Google] Enumeration completed | found=0
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=0.08060550689697266
2025-07-25 12:00:07 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=8 | errors=0
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=microsoft.com
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Starting Playwright enumeration | domain=microsoft.com
2025-07-25 12:07:00 | ERROR    | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Playwright not available
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Playwright enumeration completed | found=0
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=0.0019855499267578125
2025-07-25 12:07:00 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=8 | errors=1
2025-07-25 12:09:21 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:09:21 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:09:21 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:09:21 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:09:21 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=microsoft.com
2025-07-25 12:09:21 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Starting Playwright enumeration | domain=microsoft.com
2025-07-25 12:09:34 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Playwright enumeration completed | found=0
2025-07-25 12:09:34 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 12:09:34 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=13.228790760040283
2025-07-25 12:09:34 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=7 | errors=0
2025-07-25 12:09:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:09:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:09:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:09:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:09:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=github.com
2025-07-25 12:09:44 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Starting Playwright enumeration | domain=github.com
2025-07-25 12:09:54 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Playwright enumeration completed | found=0
2025-07-25 12:09:55 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 12:09:55 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=10.53309440612793
2025-07-25 12:09:55 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=7 | errors=0
2025-07-25 12:10:24 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:10:24 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:10:24 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:10:24 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:10:24 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=github.com
2025-07-25 12:10:24 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Starting Playwright enumeration | domain=github.com
2025-07-25 12:10:25 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Navigating to URL | url=https://www.google.com/search?q=site:github.com+-www.github.com&num=100&start=0
2025-07-25 12:10:26 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Page loaded successfully | content_length=975044 | title=site:github.com -www.github.com - Recherche Google
2025-07-25 12:10:29 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Navigating to URL | url=https://www.google.com/search?q=site:github.com+-www.github.com&num=100&start=10
2025-07-25 12:10:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Page loaded successfully | content_length=973979 | title=site:github.com -www.github.com - Recherche Google
2025-07-25 12:10:30 | WARNING  | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Possible blocking detected | indicator=captcha
2025-07-25 12:10:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Playwright enumeration completed | found=0
2025-07-25 12:10:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Engine completed | engine=google | found=0
2025-07-25 12:10:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Enumeration completed successfully | total_found=0 | time_elapsed=6.511282920837402
2025-07-25 12:10:30 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] SUCCESS: Session completed | subdomains_found=0 | total_logs=12 | errors=0
2025-07-25 12:10:59 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:10:59 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:10:59 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [EnhancedLogger] Enhanced Logger initialized successfully
2025-07-25 12:10:59 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Global utilities initialized
2025-07-25 12:10:59 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [Main] Starting Sublist3r Enhanced | domain=thales.com
2025-07-25 12:10:59 | DEBUG    | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Enumerator initialized | domain=thales.com | timeout=25
2025-07-25 12:10:59 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Starting Playwright enumeration | domain=thales.com
2025-07-25 12:11:01 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Navigating to URL | url=https://www.google.com/search?q=site:thales.com+-www.thales.com&num=100&start=0
2025-07-25 12:11:02 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Page loaded successfully | content_length=302265 | title=site:thales.com -www.thales.com - Recherche Google
2025-07-25 12:11:02 | WARNING  | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Possible blocking detected | indicator=please try again
2025-07-25 12:11:02 | INFO     | Sublist3r_Enhanced | _log_with_context:301 | [GooglePlaywright] Playwright enumeration completed | found=0
